ROC_CODE,CIN,PRINCIPAL_BUSINESS_ACTIVITY,STATE,COMPANY_SUB_CATEGORY,AUTHORIZED_CAPITAL,COMPANY_NAME,REGISTERED_OFFICE_ADDRESS,PAIDUP_CAPITAL,COMPANY_CATEGORY,DATE_OF_INCORPORATION,COMPANY_CLASS,COMPANY_STATUS,DATA_QUALITY_SCORE,LAST_UPDATED,RECORD_ID,INTEGRATION_DATE,SOURCE
ROC-AHMEDABAD,U53443GJ2011PLC243003,CONSTRUCTION,Gujarat,Non-govt company,2891550.0,INDUSTRIES LIMITED,"B-202, Anna Salai, Whitefield, Gujarat - 527758",4017393.0,Unlimited Company,2011-08-02,One Person Company,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.953434,ae71a0f2e7,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L34741GJ2018OPC221955,FINANCIAL SERVICE ACTIVITIES,Gujarat,Non-govt company,35835326.0,ENTERPRISES PRIVATE LIMITED,"C-303, Brigade Road, Whitefield, Gujarat - 534984",15473622.0,Unlimited Company,2018-08-15,One Person Company,DISSOLVED,1.0,2025-10-19 09:59:14.953434,57c24b211c,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U84731GJ2002PTC845192,MANUFACTURING (TEXTILES),Gujarat,Non-govt company,49302116.0,CORPORATIONS LIMITED,"E-505, Brigade Road, Adyar, Gujarat - 473455",10407111.0,Company limited by guarantee,2002-01-09,Public,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.953434,16494f0767,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L58228GJ2004OPC411192,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Gujarat,State Govt company,18577062.0,CONSULTANCY FINANCE PRIVATE LIMITED,"E-505, Brigade Road, Satellite, Gujarat - 444560",7175434.0,Unlimited Company,2004-11-26,One Person Company,AMALGAMATED,1.0,2025-10-19 09:59:14.953434,b49eec60a1,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U73396GJ2014OPC987880,HUMAN HEALTH AND SOCIAL WORK,Gujarat,State Govt company,15567679.0,MANUFACTURING PHARMA OPC PRIVATE LIMITED,"D-404, Link Road, Andheri, Gujarat - 498515",15935718.0,Company limited by shares,2014-09-01,Private,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.953434,0b3e4af582,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L43027GJ2013PLC647637,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Gujarat,Non-govt company,17328308.0,TRADING REALTY INVESTMENTS OPC PRIVATE LIMITED,"B-202, Brigade Road, Adyar, Gujarat - 427706",18036503.0,Unlimited Company,2013-08-19,Private,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.953434,e26ac597da,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L38308GJ2007PLC519078,REAL ESTATE ACTIVITIES,Gujarat,Non-govt company,23418378.0,SYSTEMS OPC PRIVATE LIMITED,"E-505, Brigade Road, Andheri, Gujarat - 505135",7100125.0,Unlimited Company,2007-08-11,Private,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.953434,9a39ea4274,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U18322GJ2024PLC224351,INFORMATION SERVICE ACTIVITIES,Gujarat,Non-govt company,39463014.0,GLOBAL CORPORATIONS CHEMICALS PRIVATE LIMITED,"A-101, Park Street, Andheri, Gujarat - 522058",22524076.0,Unlimited Company,2024-06-12,Public,STRIKE OFF,1.0,2025-10-19 09:59:14.953434,cdc54818ed,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L73253GJ2006OPC880901,MANUFACTURING (TEXTILES),Gujarat,State Govt company,11011321.0,REALTY LIMITED,"E-505, Anna Salai, Adyar, Gujarat - 536353",19735819.0,Company limited by shares,2006-05-14,Public,ACTIVE,1.0,2025-10-19 09:59:14.953434,ea0ed3f1e4,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U93308GJ2018PTC143936,FINANCIAL SERVICE ACTIVITIES,Gujarat,Non-govt company,16849394.0,FINANCE MANUFACTURING PRIVATE LIMITED,"E-505, Park Street, Borivali, Gujarat - 454107",10568374.0,Company limited by shares,2018-11-05,One Person Company,STRIKE OFF,1.0,2025-10-19 09:59:14.953434,a57ab47481,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U68137GJ2000PLC441883,RETAIL TRADE,Gujarat,Non-govt company,31094621.0,ENTERPRISES PRIVATE LIMITED,"A-101, Brigade Road, Whitefield, Gujarat - 542245",7919928.0,Company limited by shares,2000-07-23,One Person Company,AMALGAMATED,1.0,2025-10-19 09:59:14.953434,57795e81ed,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U47539GJ2010OPC362616,CONSTRUCTION,Gujarat,Non-govt company,45719068.0,IMPORTS PRIVATE LIMITED,"B-202, Anna Salai, Satellite, Gujarat - 428332",6204792.0,Unlimited Company,2010-12-16,One Person Company,AMALGAMATED,1.0,2025-10-19 09:59:14.953434,aa9c97ba9e,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L52940GJ2020OPC742817,FINANCIAL SERVICE ACTIVITIES,Gujarat,Non-govt company,4912310.0,TECHNOLOGIES EXPORTS ENTERPRISES OPC PRIVATE LIMITED,"E-505, Brigade Road, Borivali, Gujarat - 537339",7994025.0,Unlimited Company,2020-03-21,Public,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.953434,9b282f69af,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L15585GJ2004PLC517851,CONSTRUCTION,Gujarat,Non-govt company,29138021.0,VENTURES LIMITED,"D-404, Link Road, Borivali, Gujarat - 510176",3756673.0,Unlimited Company,2004-02-15,Public,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.953434,12cfb4b60e,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L96121GJ2001PLC293903,COMPUTER PROGRAMMING,Gujarat,Non-govt company,4100086.0,INNOVATIONS INDIA OPC PRIVATE LIMITED,"C-303, MG Road, Borivali, Gujarat - 560015",17455303.0,Unlimited Company,2001-07-03,Public,DISSOLVED,1.0,2025-10-19 09:59:14.953434,9933b4afbe,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L54822GJ2018OPC149739,ACCOMMODATION AND FOOD SERVICE,Gujarat,Non-govt company,14383134.0,CORPORATIONS OPC PRIVATE LIMITED,"A-101, Link Road, Satellite, Gujarat - 452593",8697631.0,Company limited by guarantee,2018-07-24,Private,AMALGAMATED,1.0,2025-10-19 09:59:14.953434,1b3db095f6,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U16966GJ2011PTC855108,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Gujarat,State Govt company,42210622.0,VENTURES PRIVATE LIMITED,"B-202, MG Road, Andheri, Gujarat - 471146",497384.0,Company limited by guarantee,2011-10-13,One Person Company,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.953434,1bfb5d6fff,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L28214GJ2014PTC283016,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Gujarat,Non-govt company,31775455.0,INVESTMENTS CONSULTANCY SOLUTIONS OPC PRIVATE LIMITED,"A-101, Link Road, Adyar, Gujarat - 520176",21810789.0,Unlimited Company,2014-05-14,Private,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.953434,1d75503d2c,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U43362GJ2022PTC483060,HUMAN HEALTH AND SOCIAL WORK,Gujarat,State Govt company,42864862.0,INNOVATIONS EDUCATION CHEMICALS OPC PRIVATE LIMITED,"E-505, Link Road, Whitefield, Gujarat - 500454",21803181.0,Unlimited Company,2022-12-17,Public,DISSOLVED,1.0,2025-10-19 09:59:14.953434,9de607bdfb,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U69421GJ2024PLC855440,RETAIL TRADE,Gujarat,State Govt company,22688595.0,VENTURES SERVICES OPC PRIVATE LIMITED,"C-303, Brigade Road, Borivali, Gujarat - 508171",21140777.0,Company limited by guarantee,2024-02-16,One Person Company,ACTIVE,1.0,2025-10-19 09:59:14.953434,fee71f8534,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L91885GJ2021OPC623749,COMPUTER PROGRAMMING,Gujarat,State Govt company,23165641.0,INVESTMENTS CAPITAL OPC PRIVATE LIMITED,"C-303, Link Road, Adyar, Gujarat - 455769",4923631.0,Company limited by shares,2021-08-27,Public,ACTIVE,1.0,2025-10-19 09:59:14.953434,cbed1158ff,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L60308GJ2017PTC727238,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Gujarat,State Govt company,28609363.0,CONSULTANCY SYSTEMS INNOVATIONS PRIVATE LIMITED,"E-505, Anna Salai, Andheri, Gujarat - 421943",10151403.0,Company limited by shares,2017-11-13,Private,DISSOLVED,1.0,2025-10-19 09:59:14.953434,56ec34b468,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U12837GJ2007PTC892820,MANUFACTURING (CHEMICALS),Gujarat,State Govt company,4240176.0,CORPORATIONS FINANCE PRIVATE LIMITED,"C-303, Brigade Road, Satellite, Gujarat - 443560",6797619.0,Company limited by shares,2007-07-23,Private,AMALGAMATED,1.0,2025-10-19 09:59:14.953434,eb479159a9,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U24384GJ2019PLC230704,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Gujarat,Non-govt company,21363260.0,EXPORTS TEXTILES INVESTMENTS PRIVATE LIMITED,"A-101, Brigade Road, Andheri, Gujarat - 517427",14541252.0,Unlimited Company,2019-11-26,Private,ACTIVE,1.0,2025-10-19 09:59:14.953434,8e8d154e60,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L88307GJ2008PLC717920,HUMAN HEALTH AND SOCIAL WORK,Gujarat,Non-govt company,32121974.0,INDIA LIMITED,"C-303, Park Street, Adyar, Gujarat - 515965",9617787.0,Unlimited Company,2008-03-09,Private,AMALGAMATED,1.0,2025-10-19 09:59:14.953434,07efbfed7f,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L28564GJ2022OPC233836,INFORMATION SERVICE ACTIVITIES,Gujarat,Non-govt company,28337795.0,INVESTMENTS PRIVATE LIMITED,"B-202, Park Street, Satellite, Gujarat - 527243",7761760.0,Company limited by shares,2022-05-20,One Person Company,ACTIVE,1.0,2025-10-19 09:59:14.953434,124bc705d7,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U78876GJ2023OPC183660,FINANCIAL SERVICE ACTIVITIES,Gujarat,Non-govt company,37344093.0,CONSTRUCTIONS LIMITED,"D-404, Park Street, Adyar, Gujarat - 491999",19255329.0,Company limited by guarantee,2023-06-05,One Person Company,ACTIVE,1.0,2025-10-19 09:59:14.953434,e811dd0a75,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L87576GJ2009OPC816410,INFORMATION SERVICE ACTIVITIES,Gujarat,State Govt company,16234027.0,VENTURES CONSTRUCTIONS OPC PRIVATE LIMITED,"D-404, MG Road, Borivali, Gujarat - 557801",14405641.0,Unlimited Company,2009-05-09,Private,ACTIVE,1.0,2025-10-19 09:59:14.953434,8d1f8a3d25,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L28872GJ2005OPC737617,REAL ESTATE ACTIVITIES,Gujarat,Non-govt company,35250493.0,SYSTEMS DEVELOPERS LIMITED,"A-101, Anna Salai, Adyar, Gujarat - 509065",1354481.0,Company limited by shares,2005-06-23,Private,DISSOLVED,1.0,2025-10-19 09:59:14.953434,869785efda,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U17392GJ2017PTC183202,MANUFACTURING (CHEMICALS),Gujarat,Non-govt company,45766798.0,FOODS PRIVATE LIMITED,"C-303, Link Road, Borivali, Gujarat - 544053",19686183.0,Company limited by shares,2017-11-22,Public,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.953434,ebad578943,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U58807GJ2012PLC973547,MANUFACTURING (TEXTILES),Gujarat,Non-govt company,34134130.0,REALTY EDUCATION LIMITED,"A-101, Anna Salai, Andheri, Gujarat - 508359",24271054.0,Company limited by guarantee,2012-05-25,Private,STRIKE OFF,1.0,2025-10-19 09:59:14.953434,729c855738,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U34370GJ2024OPC981647,RETAIL TRADE,Gujarat,State Govt company,18388008.0,DEVELOPERS HEALTHCARE OPC PRIVATE LIMITED,"B-202, Link Road, Borivali, Gujarat - 403399",2773037.0,Unlimited Company,2024-10-02,One Person Company,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.953434,c54b318090,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U36039GJ2000OPC994568,INFORMATION SERVICE ACTIVITIES,Gujarat,State Govt company,20254198.0,FINANCE INVESTMENTS PRIVATE LIMITED,"A-101, Anna Salai, Whitefield, Gujarat - 539538",3344762.0,Unlimited Company,2000-10-20,Public,ACTIVE,1.0,2025-10-19 09:59:14.953434,f37744cbc8,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U71563GJ2003PLC179327,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Gujarat,State Govt company,14666647.0,CONSTRUCTIONS INNOVATIONS OPC PRIVATE LIMITED,"B-202, MG Road, Borivali, Gujarat - 463954",4583739.0,Company limited by shares,2003-06-13,Private,AMALGAMATED,1.0,2025-10-19 09:59:14.953434,c11ad0a961,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U20754GJ2020PLC689308,CONSTRUCTION,Gujarat,State Govt company,35293429.0,CONSULTANCY INTERNATIONAL TECHNOLOGIES LIMITED,"D-404, Anna Salai, Borivali, Gujarat - 451120",11039114.0,Unlimited Company,2020-08-27,Private,ACTIVE,1.0,2025-10-19 09:59:14.953434,0445474ee1,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L70296GJ2009PTC455651,MANUFACTURING (FOOD PRODUCTS),Gujarat,State Govt company,7966726.0,SYSTEMS HEALTHCARE SERVICES PRIVATE LIMITED,"C-303, Brigade Road, Adyar, Gujarat - 508945",19305974.0,Company limited by guarantee,2009-07-07,Public,AMALGAMATED,1.0,2025-10-19 09:59:14.953434,ef744a403d,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U40401GJ2023PLC714159,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Gujarat,State Govt company,41063128.0,CAPITAL DEVELOPERS OPC PRIVATE LIMITED,"E-505, MG Road, Borivali, Gujarat - 522244",2032919.0,Unlimited Company,2023-04-17,Public,DISSOLVED,1.0,2025-10-19 09:59:14.953434,eeac22e0d4,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U22844GJ2010PTC884844,CONSTRUCTION,Gujarat,Non-govt company,42958363.0,SERVICES LIMITED,"C-303, Brigade Road, Whitefield, Gujarat - 477071",1820252.0,Company limited by guarantee,2010-11-16,One Person Company,ACTIVE,1.0,2025-10-19 09:59:14.953434,77498774d5,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U40310GJ2007OPC877680,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Gujarat,Non-govt company,319044.0,FINANCE IMPORTS HEALTHCARE LIMITED,"E-505, Brigade Road, Andheri, Gujarat - 447995",2980563.0,Company limited by guarantee,2007-06-02,Private,DISSOLVED,1.0,2025-10-19 09:59:14.953434,80f85375bd,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U49039GJ2016OPC193038,MANUFACTURING (CHEMICALS),Gujarat,State Govt company,43679674.0,CORPORATIONS GLOBAL INVESTMENTS LIMITED,"C-303, MG Road, Adyar, Gujarat - 497624",24752037.0,Company limited by guarantee,2016-04-09,Private,AMALGAMATED,1.0,2025-10-19 09:59:14.953434,3abf02d32e,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U34643GJ2011PLC293529,CONSTRUCTION,Gujarat,Non-govt company,3437275.0,IMPORTS PRIVATE LIMITED,"C-303, Anna Salai, Borivali, Gujarat - 436624",2612084.0,Company limited by shares,2011-01-13,Public,DISSOLVED,1.0,2025-10-19 09:59:14.953434,fc5bf112c5,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U69918GJ2017PLC363735,REAL ESTATE ACTIVITIES,Gujarat,Non-govt company,31289871.0,EXPORTS PRIVATE LIMITED,"C-303, Anna Salai, Adyar, Gujarat - 420146",91191.0,Company limited by guarantee,2017-10-08,One Person Company,ACTIVE,1.0,2025-10-19 09:59:14.953434,79c0904b7e,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U92610GJ2021PLC396409,INFORMATION SERVICE ACTIVITIES,Gujarat,State Govt company,28421797.0,IMPORTS DEVELOPERS LIMITED,"D-404, Park Street, Borivali, Gujarat - 502790",2521843.0,Company limited by shares,2021-07-07,Private,DISSOLVED,1.0,2025-10-19 09:59:14.953434,138717832b,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L18318GJ2021PTC765460,ACCOMMODATION AND FOOD SERVICE,Gujarat,Non-govt company,34212062.0,INNOVATIONS PRIVATE LIMITED,"E-505, Anna Salai, Adyar, Gujarat - 414035",12484068.0,Unlimited Company,2021-05-29,Public,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.953434,e9c5fb3562,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L77478GJ2008PLC663223,FINANCIAL SERVICE ACTIVITIES,Gujarat,State Govt company,48648389.0,INVESTMENTS REALTY LIMITED,"C-303, Park Street, Andheri, Gujarat - 550542",24477181.0,Company limited by shares,2008-02-08,Public,STRIKE OFF,1.0,2025-10-19 09:59:14.953434,f1b1180346,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U48681GJ2015PTC831878,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Gujarat,Non-govt company,26876110.0,INDUSTRIES LIMITED,"A-101, Link Road, Whitefield, Gujarat - 521061",6952168.0,Unlimited Company,2015-09-27,Private,STRIKE OFF,1.0,2025-10-19 09:59:14.953434,d8eec9a7df,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U57981GJ2010OPC592242,EDUCATION,Gujarat,State Govt company,4539240.0,CAPITAL INDUSTRIES LIMITED,"E-505, Park Street, Borivali, Gujarat - 511510",7092305.0,Company limited by shares,2010-06-24,One Person Company,ACTIVE,1.0,2025-10-19 09:59:14.953434,b2b0fd2c93,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U22054GJ2004PTC299157,HUMAN HEALTH AND SOCIAL WORK,Gujarat,Non-govt company,753888.0,INVESTMENTS CAPITAL CORPORATIONS LIMITED,"D-404, MG Road, Borivali, Gujarat - 554905",17804771.0,Company limited by guarantee,2004-08-07,Private,ACTIVE,1.0,2025-10-19 09:59:14.953434,cb0e334314,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U61765GJ2010PLC206530,RETAIL TRADE,Gujarat,Non-govt company,21983339.0,MANUFACTURING IMPORTS OPC PRIVATE LIMITED,"E-505, Brigade Road, Satellite, Gujarat - 433576",15604413.0,Unlimited Company,2010-11-04,Private,ACTIVE,1.0,2025-10-19 09:59:14.953434,a79c397cb9,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L29719GJ2014PLC894178,MANUFACTURING (TEXTILES),Gujarat,State Govt company,9907166.0,TRADING CONSTRUCTIONS LIMITED,"D-404, Park Street, Adyar, Gujarat - 442405",11919848.0,Company limited by guarantee,2014-01-08,Public,ACTIVE,1.0,2025-10-19 09:59:14.953434,51ce207295,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U27670GJ2014PLC533450,FINANCIAL SERVICE ACTIVITIES,Gujarat,Non-govt company,17336086.0,CHEMICALS PRIVATE LIMITED,"B-202, Link Road, Borivali, Gujarat - 480382",7654127.0,Company limited by guarantee,2014-01-21,One Person Company,STRIKE OFF,1.0,2025-10-19 09:59:14.953434,af3e030862,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L43340GJ2006PTC179669,MANUFACTURING (FOOD PRODUCTS),Gujarat,Non-govt company,41736843.0,ENTERPRISES LIMITED,"C-303, Link Road, Adyar, Gujarat - 465239",18652985.0,Unlimited Company,2006-08-03,One Person Company,AMALGAMATED,1.0,2025-10-19 09:59:14.953434,cad612406f,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L70660GJ2000PLC506267,INFORMATION SERVICE ACTIVITIES,Gujarat,Non-govt company,43760380.0,CHEMICALS TECH PRIVATE LIMITED,"C-303, Anna Salai, Adyar, Gujarat - 540634",6909061.0,Company limited by shares,2000-10-25,Private,ACTIVE,1.0,2025-10-19 09:59:14.953434,f31ebea6c4,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U55871GJ2000PLC527017,CONSTRUCTION,Gujarat,Non-govt company,18998573.0,INDIA OPC PRIVATE LIMITED,"E-505, MG Road, Andheri, Gujarat - 484309",2048094.0,Company limited by guarantee,2000-04-20,Public,ACTIVE,1.0,2025-10-19 09:59:14.953434,4bf050f00c,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L58876GJ2009PLC420521,MANUFACTURING (TEXTILES),Gujarat,State Govt company,39699255.0,TECHNOLOGIES INNOVATIONS CAPITAL LIMITED,"E-505, Link Road, Whitefield, Gujarat - 543370",4887867.0,Company limited by guarantee,2009-06-29,One Person Company,STRIKE OFF,1.0,2025-10-19 09:59:14.953434,047ab2bbd1,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L84602GJ2024PTC874940,HUMAN HEALTH AND SOCIAL WORK,Gujarat,State Govt company,1558337.0,HEALTHCARE INVESTMENTS OPC PRIVATE LIMITED,"E-505, Park Street, Whitefield, Gujarat - 449939",8157345.0,Company limited by guarantee,2024-02-16,One Person Company,ACTIVE,1.0,2025-10-19 09:59:14.953434,a9c2ef2459,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L76869GJ2003OPC555541,WHOLESALE TRADE,Gujarat,State Govt company,3921603.0,HEALTHCARE OPC PRIVATE LIMITED,"A-101, Park Street, Borivali, Gujarat - 405770",14141982.0,Unlimited Company,2003-04-04,Public,DISSOLVED,1.0,2025-10-19 09:59:14.953434,bd370165c1,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U49540GJ2000OPC732753,WHOLESALE TRADE,Gujarat,Non-govt company,23118057.0,DEVELOPERS ENTERPRISES FINANCE OPC PRIVATE LIMITED,"A-101, Park Street, Whitefield, Gujarat - 533866",3870874.0,Company limited by shares,2000-11-11,One Person Company,ACTIVE,1.0,2025-10-19 09:59:14.953434,017e5b678d,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U92827GJ2005PLC739886,INFORMATION SERVICE ACTIVITIES,Gujarat,Non-govt company,8713387.0,VENTURES CAPITAL OPC PRIVATE LIMITED,"B-202, Anna Salai, Satellite, Gujarat - 557067",2768302.0,Company limited by shares,2005-08-09,One Person Company,ACTIVE,1.0,2025-10-19 09:59:14.953434,edfa4894a7,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U10176GJ2024OPC540325,CONSTRUCTION,Gujarat,Non-govt company,6848249.0,MANUFACTURING PRIVATE LIMITED,"E-505, Park Street, Satellite, Gujarat - 429743",9833737.0,Unlimited Company,2024-11-10,Public,DISSOLVED,1.0,2025-10-19 09:59:14.953434,3b8d0db683,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L69901GJ2022OPC746959,INFORMATION SERVICE ACTIVITIES,Gujarat,Non-govt company,47523933.0,HEALTHCARE OPC PRIVATE LIMITED,"C-303, Park Street, Satellite, Gujarat - 452839",1680240.0,Company limited by guarantee,2022-10-10,Public,ACTIVE,1.0,2025-10-19 09:59:14.953434,6b700b16d5,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U31878GJ2021PTC431111,FINANCIAL SERVICE ACTIVITIES,Gujarat,State Govt company,31902633.0,ENTERPRISES CAPITAL LIMITED,"D-404, Anna Salai, Borivali, Gujarat - 485757",22653228.0,Company limited by shares,2021-12-15,One Person Company,DISSOLVED,1.0,2025-10-19 09:59:14.953434,7166706cf5,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U14557GJ2000PTC129225,RETAIL TRADE,Gujarat,Non-govt company,2496193.0,TEXTILES PRIVATE LIMITED,"B-202, MG Road, Borivali, Gujarat - 522749",23745361.0,Company limited by guarantee,2000-05-23,Private,DISSOLVED,1.0,2025-10-19 09:59:14.953434,fa250177d2,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U43110GJ2018OPC801755,COMPUTER PROGRAMMING,Gujarat,Non-govt company,652823.0,HEALTHCARE OPC PRIVATE LIMITED,"B-202, Anna Salai, Adyar, Gujarat - 400458",1313306.0,Company limited by shares,2018-07-10,Private,DISSOLVED,1.0,2025-10-19 09:59:14.953434,542dc58c83,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L31357GJ2021PTC668665,FINANCIAL SERVICE ACTIVITIES,Gujarat,Non-govt company,11152910.0,CHEMICALS TECH HEALTHCARE OPC PRIVATE LIMITED,"A-101, MG Road, Satellite, Gujarat - 454976",6607184.0,Company limited by guarantee,2021-05-26,Public,STRIKE OFF,1.0,2025-10-19 09:59:14.953434,b06a5a71a9,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U75788GJ2005OPC661200,REAL ESTATE ACTIVITIES,Gujarat,State Govt company,35484691.0,VENTURES IMPORTS INVESTMENTS LIMITED,"B-202, Link Road, Andheri, Gujarat - 541360",9679090.0,Company limited by guarantee,2005-10-03,Public,DISSOLVED,1.0,2025-10-19 09:59:14.953434,492dba27eb,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,L55072GJ2012OPC559099,COMPUTER PROGRAMMING,Gujarat,Non-govt company,46827487.0,EXPORTS PHARMA LIMITED,"E-505, Link Road, Borivali, Gujarat - 469057",1564930.0,Unlimited Company,2012-01-25,Private,ACTIVE,1.0,2025-10-19 09:59:14.953434,0a79996a97,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-AHMEDABAD,U62966GJ2011PLC319472,MANUFACTURING (CHEMICALS),Gujarat,State Govt company,14573901.0,CONSTRUCTIONS LIMITED,"E-505, MG Road, Satellite, Gujarat - 430009",21784305.0,Company limited by shares,2011-11-13,Private,ACTIVE,1.0,2025-10-19 09:59:14.953434,9bd9ab0681,2025-10-19 09:59:15.005901,MCA_MASTER
